seed_count=320
output_dir=/workspace/plankc/rappie-sol/fuzz/seeds/plank_sol_program_diff

raw_fallback_00: buckets=[RawFallback, ShortCalldata, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_36: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryCopy, TransientStorage, ExternalCode, Call, Returndata, Create2, Log, Branch, Loop, RevertExit, ConditionalExit, CallAndReturndata, CreateAndExternalCode]; mode=SelectorDispatch; entries=3; calls=3; exit=ConditionalReturnRevert
combo_37: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, CalldataCopy, Storage, RepeatedStorageSlot, Create2, RevertExit, ConditionalExit, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ComptimeControlFlow, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity]; mode=SelectorDispatch; entries=3; calls=4; exit=Revert
combo_38: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, MemoryCopy, RevertExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, HexLiteral, ParameterizedType, ComptimeControlFlow, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, AnonymousTypeIdentity, EvalBranchQuota, EmptyCompound]; mode=SelectorDispatch; entries=1; calls=1; exit=Revert
combo_39: buckets=[SelectorDispatch, DispatchMax, ShortCalldata, ReturnExit]; mode=SelectorDispatch; entries=6; calls=1; exit=Return
combo_40: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, MemoryWidth, Storage, RepeatedStorageSlot, Log, Log4, Branch, StopExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ComptimeControlFlow, DataOffset, GenericInferredParam, CBytesEdgeShapes, DataOffsetDedup, AnonymousTypeIdentity, EmptyCompound]; mode=RawFallback; entries=1; calls=3; exit=Stop
combo_41: buckets=[SelectorDispatch, UnalignedCalldata, FullWidthWord, CalldataCopy, Storage, TransientStorage, Call, Returndata, StopExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, Import, ImportGroup, HexLiteral, ParameterizedType, FunctionEarlyReturn, GenericInferredParam]; mode=SelectorDispatch; entries=1; calls=1; exit=Stop
combo_42: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, ReturnExit]; mode=SelectorDispatch; entries=1; calls=3; exit=Return
combo_43: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, TransientStorage, Call, Returndata, Log, ConditionalExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, RuntimeUninit, DataOffset, ComptimeValueParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=3; calls=2; exit=ConditionalReturnRevert
combo_44: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, ExternalCode, Call, Returndata, Create, StopExit, StorageAndMultiCall, CallAndReturndata, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, CrossFileTypeIdentity, EvalBranchQuota]; mode=SelectorDispatch; entries=2; calls=4; exit=Stop
combo_45: buckets=[SelectorDispatch, MultiCall, MultiEntryTouched, ShortCalldata, UnalignedCalldata, Arithmetic, Storage, TransientStorage, Call, Returndata, Create, Log, ConditionalExit, InvalidExit, StorageAndMultiCall, CallAndReturndata, Struct, CompoundLiteral, FieldAccess, FieldUpdate, CoreOpsOperator, HelperFunction, HexLiteral, ComptimeControlFlow, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=5; calls=2; exit=ConditionalReturnRevert
combo_46: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, Storage, TransientStorage, ExternalCode, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, CrossFileTypeIdentity, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=5; calls=1; exit=ConditionalReturnRevert
combo_47: buckets=[RawFallback, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, MemoryCopy, TransientStorage, Call, Returndata, Create2, Log, RevertExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, FunctionValuedComptime, DataOffsetDedup, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=RawFallback; entries=1; calls=3; exit=Revert
combo_48: buckets=[SelectorDispatch, ShortCalldata, FullWidthWord, Arithmetic, MemoryWidth, Storage, Call, Returndata, Log, ConditionalExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeCompoundParam, CBytesEdgeShapes, DataOffsetConcat, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=ConditionalReturnRevert
combo_49: buckets=[SelectorDispatch, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryWidth, MemoryCopy, TransientStorage, Call, Returndata, Log, InvalidExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ComptimeControlFlow, FunctionReturnsCompound, FunctionEarlyReturn, RuntimeUninit, DataOffset, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, EvalBranchQuota, ComptimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=4; calls=1; exit=Invalid
combo_50: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, Arithmetic, MemoryWidth, MemoryCopy, CalldataCopy, Create2, Log, InvalidExit]; mode=SelectorDispatch; entries=4; calls=1; exit=Invalid
combo_51: buckets=[RawFallback, ShortCalldata, Arithmetic, Storage, RepeatedStorageSlot, TransientStorage, Call, Returndata, Create2, InvalidExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CoreOpsOperator, HelperFunction, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, DataOffset, ComptimeValueParam, StdRegistered]; mode=RawFallback; entries=1; calls=1; exit=Invalid
combo_52: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, Arithmetic, Storage, Call, Returndata, Log, Branch, Loop, InvalidExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, AnonymousTypeIdentity, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=4; exit=Invalid
combo_53: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryCopy, ReturnExit, HighLevelOperator, HelperFunction, NestedHelperCall]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_54: buckets=[SelectorDispatch, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, FullWidthWord, Arithmetic, MemoryCopy, Storage, Call, Returndata, InvalidExit, StorageAndMultiCall, CallAndReturndata]; mode=SelectorDispatch; entries=3; calls=4; exit=Invalid
combo_55: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, Arithmetic, MemoryCopy, Storage, RepeatedStorageSlot, ExternalCode, Call, Returndata, ReturnExit, CallAndReturndata]; mode=SelectorDispatch; entries=2; calls=1; exit=Return
combo_56: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, CalldataCopy, ExternalCode, StopExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HelperFunction, HexLiteral, RuntimeUninit, GenericInferredParam, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=3; calls=2; exit=Stop
combo_57: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, Call, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=2; calls=2; exit=Return
combo_58: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, CalldataCopy, ReturnExit]; mode=SelectorDispatch; entries=5; calls=1; exit=Return
combo_59: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, Log, Log4, RevertExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionReturnsCompound, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota]; mode=SelectorDispatch; entries=1; calls=3; exit=Revert
combo_60: buckets=[SelectorDispatch, ShortCalldata, MemoryWidth, Storage, RepeatedStorageSlot, Call, Returndata, Log, Log4, ConditionalExit, CallAndReturndata]; mode=SelectorDispatch; entries=4; calls=1; exit=ConditionalReturnRevert
combo_61: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, MemoryWidth, Call, Returndata, Log, StopExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, Comments, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, RuntimeUninit, DataOffset, GenericInferredParam, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, EmptyCompound, ComptimeOnlyCompound, RuntimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=Stop
combo_62: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, SignedArithmetic, CalldataCopy, ExternalCode, Create, Log, ConditionalExit, CreateAndExternalCode, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, Comments, BinaryLiteral, HexLiteral, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, FunctionEarlyReturn, RuntimeUninit, DataOffset, ComptimeCompoundParam, DataOffsetDedup, AnonymousTypeIdentity, CrossFileTypeIdentity]; mode=SelectorDispatch; entries=1; calls=2; exit=ConditionalReturnRevert
combo_63: buckets=[SelectorDispatch, ShortCalldata, Arithmetic, SignedArithmetic, Create2, Log, Branch, ReturnExit]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_64: buckets=[RawFallback, ShortCalldata, Arithmetic, SignedArithmetic, CalldataCopy, ReturnExit]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_65: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, CalldataCopy, TransientStorage, Log, Log4, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, ComptimeValueParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, CrossFileTypeIdentity, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=1; calls=1; exit=ConditionalReturnRevert
combo_66: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, CalldataCopy, Create2, Log, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, HexLiteral, ComptimeControlFlow, NestedCompound, GenericInferredParam, AnonymousTypeIdentity, CrossFileTypeIdentity, StdRegistered]; mode=RawFallback; entries=1; calls=1; exit=ConditionalReturnRevert
combo_67: buckets=[RawFallback, ShortCalldata, Arithmetic, SignedArithmetic, MemoryWidth, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HexLiteral]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_68: buckets=[SelectorDispatch, MultiCall, ShortCalldata, TransientStorage, Create, Log, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, NestedCompound, RuntimeUninit, FunctionValuedComptime, CBytesEdgeShapes, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=3; exit=Return
combo_69: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryCopy, ExternalCode, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, ComptimeValueParam, ComptimeCompoundParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetConcat, RuntimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=4; exit=Return
combo_70: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryCopy, Storage, ExternalCode, Log, Branch, Loop, StopExit, StorageAndMultiCall]; mode=SelectorDispatch; entries=1; calls=3; exit=Stop
combo_71: buckets=[RawFallback, ShortCalldata, CalldataCopy, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HexLiteral]; mode=RawFallback; entries=1; calls=1; exit=Return
combo_72: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, ReturnExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, FunctionReturnsCompound, NestedCompound, DataOffset, ComptimeValueParam, FunctionValuedComptime, DataOffsetDedup, AnonymousTypeIdentity, EvalBranchQuota, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=1; calls=3; exit=Return
combo_73: buckets=[RawFallback, ShortCalldata, MemoryCopy, Call, Returndata, RevertExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, BinaryLiteral, HexLiteral, RuntimeUninit, DataOffset, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, RuntimeOnlyCompound, StdRegistered]; mode=RawFallback; entries=1; calls=1; exit=Revert
combo_74: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, MemoryCopy, CalldataCopy, Create, Create2, StopExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ComptimeControlFlow, RuntimeUninit, DataOffset, CBytesEdgeShapes, AnonymousTypeIdentity, CrossFileTypeIdentity, StdRegistered]; mode=RawFallback; entries=1; calls=1; exit=Stop
combo_75: buckets=[SelectorDispatch, ShortCalldata, MemoryWidth, Call, Returndata, ReturnExit, CallAndReturndata]; mode=SelectorDispatch; entries=2; calls=1; exit=Return
combo_76: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, MemoryCopy, Storage, RepeatedStorageSlot, ExternalCode, Log, Loop, InvalidExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, BinaryLiteral, HexLiteral, ComptimeControlFlow, FunctionReturnsCompound, RuntimeUninit, GenericInferredParam, ComptimeCompoundParam, EvalBranchQuota]; mode=RawFallback; entries=1; calls=3; exit=Invalid
combo_77: buckets=[SelectorDispatch, ShortCalldata, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, StopExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, HelperFunction, Import, ImportSingle, ImportGroup, HexLiteral, ComptimeControlFlow, TypeDependentBranch, FunctionReturnsCompound, FunctionEarlyReturn, RuntimeUninit, DataOffset, DataOffsetDedup]; mode=SelectorDispatch; entries=3; calls=1; exit=Stop
combo_78: buckets=[SelectorDispatch, DispatchMax, MultiCall, MaxCallCount, MultiEntryTouched, ShortCalldata, FullWidthWord, Arithmetic, MemoryCopy, Storage, RepeatedStorageSlot, TransientStorage, Call, Returndata, Create2, Log, RevertExit, StorageAndMultiCall, CallAndReturndata]; mode=SelectorDispatch; entries=6; calls=4; exit=Revert
combo_79: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryCopy, CalldataCopy, Storage, RepeatedStorageSlot, Call, Returndata, Create2, ReturnExit, StorageAndMultiCall, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, ParameterizedType, ComptimeControlFlow, FunctionReturnsCompound, FunctionEarlyReturn, NestedCompound, GenericInferredParam, ComptimeValueParam, EmptyCompound, StdRegistered]; mode=RawFallback; entries=1; calls=4; exit=Return
combo_80: buckets=[SelectorDispatch, MultiCall, ShortCalldata, FullWidthWord, Call, ReturnExit]; mode=SelectorDispatch; entries=1; calls=2; exit=Return
combo_81: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, FullWidthWord, ExternalCode, Call, DelegateCall, Returndata, ReturnExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, TypeDependentBranch, DataOffset, ComptimeValueParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, EvalBranchQuota, ComptimeOnlyCompound]; mode=SelectorDispatch; entries=4; calls=1; exit=Return
combo_82: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, MemoryWidth, MemoryCopy, CalldataCopy, Log, ReturnExit]; mode=RawFallback; entries=1; calls=4; exit=Return
combo_83: buckets=[SelectorDispatch, ShortCalldata, FullWidthWord, MemoryWidth, MemoryCopy, TransientStorage, StopExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportGroup, ImportAlias, DeepImport, Comments, BinaryLiteral, HexLiteral, ParameterizedType, FunctionReturnsCompound, NestedCompound, RuntimeUninit, DataOffset, ComptimeValueParam, ComptimeCompoundParam, RuntimeOnlyCompound, StdRegistered]; mode=SelectorDispatch; entries=4; calls=1; exit=Stop
combo_84: buckets=[SelectorDispatch, DispatchMax, ShortCalldata, UnalignedCalldata, Arithmetic, MemoryCopy, ExternalCode, Call, Returndata, Create, StopExit, CallAndReturndata, CreateAndExternalCode]; mode=SelectorDispatch; entries=6; calls=1; exit=Stop
combo_85: buckets=[SelectorDispatch, ShortCalldata, UnalignedCalldata, Arithmetic, SignedArithmetic, ConditionalExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportGlob, Comments, HexLiteral, ComptimeControlFlow, TypeDependentBranch, FunctionEarlyReturn, RuntimeUninit, DataOffset, CBytesEdgeShapes, DataOffsetConcat, StdRegistered]; mode=SelectorDispatch; entries=3; calls=1; exit=ConditionalReturnRevert
combo_86: buckets=[SelectorDispatch, MultiCall, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, MemoryWidth, MemoryCopy, CalldataCopy, TransientStorage, Loop, RevertExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, ImportGlob, DeepImport, BinaryLiteral, HexLiteral, ParameterizedType, ComptimeControlFlow, FunctionEarlyReturn, NestedCompound, RuntimeUninit, DataOffset, GenericInferredParam, FunctionValuedComptime, CBytesEdgeShapes, DataOffsetDedup, DataOffsetConcat, EvalBranchQuota, StdRegistered]; mode=SelectorDispatch; entries=5; calls=2; exit=Revert
combo_87: buckets=[RawFallback, MultiCall, MaxCallCount, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, Call, Returndata, ReturnExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, CoreOpsOperator, HelperFunction, Import, ImportGroup, ImportAlias, DeepImport, Comments, HexLiteral, ComptimeControlFlow, ComptimeLoop, FunctionEarlyReturn, NestedCompound, RuntimeUninit, GenericInferredParam, ComptimeValueParam, CBytesEdgeShapes, AnonymousTypeIdentity, CrossFileTypeIdentity, EvalBranchQuota, RuntimeOnlyCompound, StdRegistered]; mode=RawFallback; entries=1; calls=4; exit=Return
combo_88: buckets=[RawFallback, ShortCalldata, UnalignedCalldata, FullWidthWord, Arithmetic, Storage, RepeatedStorageSlot, ExternalCode, InvalidExit, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, Import, ImportGroup, ImportAlias, HexLiteral, DataOffset, ComptimeValueParam, DataOffsetDedup]; mode=RawFallback; entries=1; calls=1; exit=Invalid
combo_89: buckets=[RawFallback, MultiCall, ShortCalldata, FullWidthWord, Storage, RepeatedStorageSlot, Create, ReturnExit, StorageAndMultiCall, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, CBytesBuiltin, CoreOpsOperator, HelperFunction, Import, ImportSingle, ImportGroup, ImportAlias, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeLoop, NestedCompound, DataOffset, GenericInferredParam, ComptimeValueParam, CBytesEdgeShapes, DataOffsetConcat, CrossFileTypeIdentity, ComptimeOnlyCompound, StdRegistered]; mode=RawFallback; entries=1; calls=3; exit=Return
combo_90: buckets=[SelectorDispatch, MultiCall, MaxCallCount, ShortCalldata, FullWidthWord, Arithmetic, SignedArithmetic, MemoryCopy, Storage, TransientStorage, Log, RevertExit, StorageAndMultiCall]; mode=SelectorDispatch; entries=1; calls=4; exit=Revert
combo_91: buckets=[SelectorDispatch, MultiCall, UnalignedCalldata, FullWidthWord, Call, Returndata, RevertExit, CallAndReturndata, Struct, Tuple, CompoundLiteral, FieldAccess, FieldUpdate, ComptimeTypeReflection, CBytesBuiltin, HighLevelOperator, HelperFunction, NestedHelperCall, Import, ImportSingle, ImportGroup, ImportAlias, ImportGlob, DeepImport, HexLiteral, ParameterizedType, ComptimeControlFlow, ComptimeValueParam, AnonymousTypeIdentity, EvalBranchQuota, EmptyCompound]; mode=SelectorDispatch; entries=3; calls=2; exit=Revert
